Experiment,lab,Language,Subject,Sex,KL,Age_months,Age_years,method,cite,typical
Schneider_Barner_2020,Barner,Hindi,SK-M-19-LK,NA,CP,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-2-NK,NA,Subset,68,5.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-22-AP,NA,CP,68,5.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-23-UP,NA,Subset,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-24-KP,NA,Subset,71,5.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-26-NS,NA,Subset,77,6.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-27-DJ,NA,CP,74,6.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-28-VV,NA,CP,71,5.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-30-NV,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-32-PS,NA,Subset,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-34-AP,NA,Subset,59,4.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-38-AB,NA,Subset,53,4.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-39-SC,NA,Subset,52,4.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-4-GJ,NA,CP,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-40-SP,NA,Subset,59,4.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-41-PR,NA,Subset,54,4.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-44-MV,NA,Subset,61,5.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-45-HP,NA,Subset,59,4.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-46-DP,NA,Subset,60,5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-5-LS,NA,CP,63,5.25,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SK-M-7-PK,NA,Subset,68,5.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-1-BS,NA,Subset,51,4.25,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-10B-NY,NA,Subset,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-11-DL,NA,Subset,76,6.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-14B-KS,NA,Subset,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-15B-SB,NA,Subset,78,6.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-16-KK,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-16B-BS,NA,CP,72,6,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-17B-SM,NA,Subset,77,6.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-18B-RS,NA,CP,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-19B-AS,NA,Subset,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-1B-SB,NA,CP,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-2-PS,NA,CP,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-20B-AP,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-21B-JG,NA,Subset,72,6,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-23-BS,NA,Subset,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-24-VR,NA,CP,72,6,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-28-KS,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-29-TR,NA,CP,72,6,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-3-RS,NA,Subset,76,6.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-30-RP,NA,CP,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-32-UP,NA,CP,78,6.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-33-AC,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-34-VS,NA,Subset,64,5.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-35-KM,NA,CP,74,6.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-37-JP,NA,CP,77,6.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-38-JY,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-39-AT,NA,CP,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-3B-SY,NA,CP,62,5.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-40-KS,NA,Subset,65,5.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-41-K,NA,Subset,49,4.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-43-GS,NA,Subset,65,5.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-44-RP,NA,Subset,46,3.8333333333333335,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-45-HB,NA,Subset,43,3.5833333333333335,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-46-MM,NA,Subset,58,4.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-47-MS,NA,Subset,44,3.6666666666666665,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-49-RS,NA,CP,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-4B-GB,NA,CP,69,5.75,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-5-HS,NA,Subset,67,5.583333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-50-MS,NA,Subset,58,4.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-53-KG,NA,Subset,56,4.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-55-IS,NA,Subset,44,3.6666666666666665,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-57-RN,NA,Subset,58,4.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-59-GP,NA,CP,79,6.583333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-5B-RR,NA,Subset,61,5.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-6-MS,NA,Subset,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-6B-BY,NA,CP,71,5.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-7B-RS,NA,Subset,72,6,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-8-MP,NA,CP,70,5.833333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,Hindi,SR-9-RK,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-AD-3,NA,CP,74,6.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-AS-7,NA,CP,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-AT-5,NA,CP,79,6.583333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-VP-12,NA,Subset,59,4.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-DB-24,NA,CP,73,6.083333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-DB-31,NA,CP,54,4.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-DV-27,NA,Subset,48,4,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-HP-21,NA,Subset,54,4.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-JM-4,NA,CP,78,6.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-KD-16,NA,CP,66,5.5,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-KM-26,NA,CP,45,3.75,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-KP-18,NA,Subset,59,4.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-MDH-8,NA,CP,74,6.166666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-MP-1B,NA,CP,64,5.333333333333333,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-PP-22,NA,Subset,47,3.9166666666666665,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-PS-2,NA,CP,71,5.916666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-R-17,NA,Subset,57,4.75,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-RG-19,NA,CP,57,4.75,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-SB-3B,NA,CP,77,6.416666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
Schneider_Barner_2020,Barner,English (India),SW-SM-13,NA,CP,68,5.666666666666667,Non-titrated,"Schneider, R. M., Sullivan, J., Marusic, F., Biswas, P., Mismas, P., Plesnicar, V., & Barner, D. (2020). Do children use language structure to discover the recursive rules of counting?. Cognitive psychology, 117, 101263.",non-typical
