Experiment,Language,Subject,KL,Age,method,cite,lab
Almoammer2013,Mandarin,4_BarnerMandarin2,4,37,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,5_BarnerMandarin2,5,42.9,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,15_BarnerMandarin2,3,41.67,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,28_BarnerMandarin2,4,36.73,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,30_BarnerMandarin2,4,36.2,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,7_BarnerMandarin2,5,46.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,9_BarnerMandarin2,4,43.3,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,11_BarnerMandarin2,5,43.2,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,13_BarnerMandarin2,5,47.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,22_BarnerMandarin2,4,37.9,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,25_BarnerMandarin2,1,38.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,8_BarnerMandarin2,2,45.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,10_BarnerMandarin2,5,44.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,12_BarnerMandarin2,0,46.8,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,16_BarnerMandarin2,0,45.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,21_BarnerMandarin2,4,37.9,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,26_BarnerMandarin2,5,40,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,1_BarnerMandarin3,5,60.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,2_BarnerMandarin3,5,59.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,13_BarnerMandarin3,5,57.4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,16_BarnerMandarin3,5,53,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,17_BarnerMandarin3,2,51.3,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,19_BarnerMandarin3,5,49.4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,7_BarnerMandarin3,5,49.8,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,8_BarnerMandarin3,5,55.2,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,9_BarnerMandarin3,5,55.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,12_BarnerMandarin3,5,54.9,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,21_BarnerMandarin3,5,54.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,22_BarnerMandarin3,5,58.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,3_BarnerMandarin3,5,51.1,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,4_BarnerMandarin3,5,57.9,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,6_BarnerMandarin3,5,57.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,10_BarnerMandarin3,5,49.2,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,18_BarnerMandarin3,5,52.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,20_BarnerMandarin3,5,56.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,5_BarnerMandarin3,5,58.1,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,11_BarnerMandarin3,5,59.5,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,14_BarnerMandarin3,5,52.4,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,15_BarnerMandarin3,5,52.6,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,23_BarnerMandarin3,5,55.7,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
Almoammer2013,Mandarin,24_BarnerMandarin3,5,51.8,non-titrated,"Almoammer, A., Sullivan, J., Donlan, C., Maru_i_, F., OÕDonnell, T., & Barner, D. (2013). Grammatical morphology as a source of early number word meanings.ÊProceedings of the National Academy of Sciences,Ê110(46), 18448-18453.",Barner
