Experiment,Language,Participant,Location,Dual,Age,Knower.Level,method,cite,lab
Marusic_Barner_2016,Slovenian,03042014-NIVES-L,metlika,aNonDual,35.90136986,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-T-L,metlika,aNonDual,37.15068493,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-T-T,metlika,aNonDual,42.64109589,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-TA-L,metlika,aNonDual,30.4109589,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-TI-L,metlika,aNonDual,33.8630137,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-Z-L,metlika,aNonDual,32.87671233,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03042014-Z-T,metlika,aNonDual,45.99452055,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-_-S,metlika,aNonDual,47.24383562,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-_-T,metlika,aNonDual,26.07123288,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-_-T,metlika,aNonDual,31.00273973,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-B-S,metlika,aNonDual,51.25479452,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-D-S,metlika,aNonDual,58.1260274,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-D-T,metlika,aNonDual,27.02465753,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-IV-S,metlika,aNonDual,54.27945205,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-JA-S,metlika,aNonDual,58.09315068,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-M-S,metlika,aNonDual,59.07945205,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-M-T,metlika,aNonDual,35.24383562,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-MA-T,metlika,aNonDual,33.63287671,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-P-S,metlika,aNonDual,56.25205479,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-T-S,metlika,aNonDual,59.37534247,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-T-T,metlika,aNonDual,30.24657534,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-TI-S,metlika,aNonDual,51.28767123,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,11042014-V-S,metlika,aNonDual,49.93972603,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-_-R,metlika,aNonDual,28.5369863,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-E-R,metlika,aNonDual,48.46027397,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-F-S,metlika,aNonDual,58.42191781,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-K-S,metlika,aNonDual,57.79726027,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-L-S,metlika,aNonDual,59.04657534,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-M-S,metlika,aNonDual,37.31506849,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-MS-R,metlika,aNonDual,34.78356164,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-N-R,metlika,aNonDual,37.18356164,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-N-S,metlika,aNonDual,28.8,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-SB-R,metlika,aNonDual,24.88767123,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-T-R,metlika,aNonDual,27.02465753,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-T-S,metlika,aNonDual,37.6109589,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,16052014-V-R,metlika,aNonDual,45.99452055,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-_-S,metlika,aNonDual,49.01917808,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-A-S,metlika,aNonDual,45.66575342,4,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-AN-L,metlika,aNonDual,53.85205479,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-AZ-L,metlika,aNonDual,46.68493151,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-B-L,metlika,aNonDual,51.48493151,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-F-S,metlika,aNonDual,45.56712329,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-I-S,metlika,aNonDual,48.75616438,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-L-S,metlika,aNonDual,37.11780822,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-LA-S,metlika,aNonDual,42.44383562,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-M-L,metlika,aNonDual,49.6109589,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-N-L,metlika,aNonDual,48.7890411,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-N-S,metlika,aNonDual,41.78630137,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-P-L,metlika,aNonDual,52.20821918,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-P-S,metlika,aNonDual,44.05479452,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-PI-S,metlika,aNonDual,45.50136986,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-R-S,metlika,aNonDual,44.97534247,NA,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-ROK-L,metlika,aNonDual,50.20273973,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-T-L,metlika,aNonDual,59.93424658,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-TE-L,metlika,aNonDual,52.73424658,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,18042014-V-S,metlika,aNonDual,37.21643836,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-A-S,metlika,aNonDual,48.09863014,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-AJ-S,metlika,aNonDual,39.09041096,4,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-H-L,metlika,aNonDual,40.14246575,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-J-S,metlika,aNonDual,41.75342466,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-K-L,metlika,aNonDual,40.63561644,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-M-S,metlika,aNonDual,26.23561644,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-P-L,metlika,aNonDual,37.80821918,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-P-S,metlika,aNonDual,39.28767123,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-T-S,metlika,aNonDual,39.32054795,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,25042014-TJ-S,metlika,aNonDual,48.72328767,5,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03062015-A-V,bNovaGorica2,aNonDual,31.93866375,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03062015-D-V,bNovaGorica2,aNonDual,24.74260679,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03062015-I-V,bNovaGorica2,aNonDual,25.33406353,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03062015-T-V,bNovaGorica2,aNonDual,33.81161008,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,03062015-TI-V,bNovaGorica2,aNonDual,33.12157722,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,05062015-E-V,bNovaGorica2,aNonDual,26.74698795,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,05062015-G-V,bNovaGorica2,aNonDual,27.96276013,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,05062015-S-V,bNovaGorica2,aNonDual,25.43263965,2,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,05062015-_-V,bNovaGorica2,aNonDual,30.8543264,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-A-V,bNovaGorica2,aNonDual,33.97590361,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-D-V,bNovaGorica2,aNonDual,34.56736035,1,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-M-V,bNovaGorica2,aNonDual,35.09309967,3,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-P-V,bNovaGorica2,aNonDual,29.63855422,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-_-V,bNovaGorica2,aNonDual,29.73713034,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
Marusic_Barner_2016,Slovenian,06052015-Z-V,bNovaGorica2,aNonDual,34.43592552,0,non-titrated,"Marusic, F., Zaucer, R., Plesnicar, V., Razborcek, T., Sullivan, J., & Barner, D. (2016). Does grammatical structure accelerate number word learning? Evidence from learners of dual and non-dual dialects of Slovenian.ÊPloS one,Ê11(8), e0159208.",Barner
